127.0.0.1 - - [29/Apr/2025:21:50:34 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/eventmangphimlenvungcao.png HTTP/1.1" 200 888898
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterlatmat7.jpg HTTP/1.1" 200 96889
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/eventsale20%25.png HTTP/1.1" 200 254446
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/posterdocchieudu.png HTTP/1.1" 200 3250156
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/icon-facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/icon-instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/icon-youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/icon-tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/icon-bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/chatboxicon.gif HTTP/1.1" 200 729560
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:55 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:03:56 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:21 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/bootstrap.min.css HTTP/1.1" 200 203218
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/global.css HTTP/1.1" 200 10757
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/font-awesome.min.css HTTP/1.1" 200 36899
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/chatbot.css HTTP/1.1" 200 7352
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/index.css HTTP/1.1" 200 4690
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/css/all.css HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/js/bootstrap.bundle.min.js HTTP/1.1" 200 78135
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/postertitanic.jfif HTTP/1.1" 200 21402
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterquyantang.jpg HTTP/1.1" 200 100665
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterdanchoikhongsoconroi.jpg HTTP/1.1" 200 398614
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterditruyen.jpg HTTP/1.1" 200 120803
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/postergahedienloan.jpg HTTP/1.1" 200 157742
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterjoker.jfif HTTP/1.1" 200 1365712
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterlatmat7.jpg HTTP/1.1" 200 96889
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/images/eventsale20%25.png HTTP/1.1" 200 254446
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/images/eventmangphimlenvungcao.png HTTP/1.1" 200 888898
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/images/posterdocchieudu.png HTTP/1.1" 200 3250156
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:26 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/icon-facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/icon-instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/icon-tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/icon-youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/icon-bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/chatboxicon.gif HTTP/1.1" 200 729560
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:27 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80284
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 3537
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:05:53 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80284
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 2680
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:25 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80284
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:06:31 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80284
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 1195
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:49 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:20:50 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 79611
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 5435
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 718
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 717
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 705
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:45:16 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 704
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 79611
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/bootstrap.min.css HTTP/1.1" 200 203218
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/font-awesome.min.css HTTP/1.1" 200 36899
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 5435
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/global.css HTTP/1.1" 200 10757
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/index.css HTTP/1.1" 200 4690
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/all.css HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/css/chatbot.css HTTP/1.1" 200 7352
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/js/bootstrap.bundle.min.js HTTP/1.1" 200 78135
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterquyantang.jpg HTTP/1.1" 200 100665
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/postertitanic.jfif HTTP/1.1" 200 21402
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterdanchoikhongsoconroi.jpg HTTP/1.1" 200 398614
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterditruyen.jpg HTTP/1.1" 200 120803
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/postergahedienloan.jpg HTTP/1.1" 200 157742
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterjoker.jfif HTTP/1.1" 200 1365712
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterlatmat7.jpg HTTP/1.1" 200 96889
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:47:07 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 79611
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 200 5493
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:50:55 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80211
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:53:54 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80519
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/css/add_home.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:22:55:53 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
