127.0.0.1 - - [29/Apr/2025:21:50:34 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:37 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:37 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:37 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:37 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:49 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:49 +0700] "GET /DoAnWebCinema/css/login.css HTTP/1.1" 200 2503
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:51 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:52 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/admin/profile.htm HTTP/1.1" 200 25008
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/style.min.css HTTP/1.1" 200 245270
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/chartist-plugin-tooltip.css HTTP/1.1" 200 855
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/employee.css HTTP/1.1" 200 3657
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/fix-test.css HTTP/1.1" 200 3442
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/chartist.min.css HTTP/1.1" 200 11508
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/images/user.gif HTTP/1.1" 200 5166575
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/jquery.min.js HTTP/1.1" 200 86929
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/alertify.min.css HTTP/1.1" 200 21417
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/icons/themify-icons/themify-icons.css HTTP/1.1" 200 17504
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/icons/font-awesome/css/fontawesome-all.min.css HTTP/1.1" 200 36993
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/app-style-switcher.js HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/waves.js HTTP/1.1" 200 4237
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/sidebarmenu.js HTTP/1.1" 200 2216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/custom.js HTTP/1.1" 200 1304
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/jquery.sparkline.min.js HTTP/1.1" 200 43251
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/chartist-plugin-tooltip.min.js HTTP/1.1" 200 3039
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/dashboard1.js HTTP/1.1" 200 2184
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/chartist.min.js HTTP/1.1" 200 40223
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/js/alertify.min.js HTTP/1.1" 200 36980
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/icons/font-awesome/webfonts/fa-regular-400.woff2 HTTP/1.1" 200 12224
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/css/icons/font-awesome/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 44004
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:53 +0700] "GET /DoAnWebCinema/imgs/favicon.png HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:56 +0700] "GET /DoAnWebCinema/admin/password.htm HTTP/1.1" 200 21088
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:56 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:50:56 +0700] "GET /DoAnWebCinema/js/pages/dashboards/dashboard1.js HTTP/1.1" 200 2184
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/css/add-test.css HTTP/1.1" 200 3331
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/css/detail_test.css HTTP/1.1" 200 2258
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/images/default-movie.jpg HTTP/1.1" 200 244953
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterdoraemon.jpg HTTP/1.1" 200 107861
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterdemtoirucro.png HTTP/1.1" 200 101979
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/postermatbiec.jpg HTTP/1.1" 200 42314
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/admin/movie.htm HTTP/1.1" 200 1949834
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/jschartist-plugin-tooltip.min.js HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:00 +0700] "GET /imgs/favicon.png HTTP/1.1" 404 771
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/admin/movie.htm HTTP/1.1" 200 1949834
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:15 +0700] "GET /DoAnWebCinema/jschartist-plugin-tooltip.min.js HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:16 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 200 91432
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/lyhai.jpg HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.jfif HTTP/1.1" 200 36728
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/lyhai.jpg HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:24 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:25 +0700] "GET /DoAnWebCinema/admin/directors.htm HTTP/1.1" 200 91432
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/admin/movie.htm HTTP/1.1" 200 1949834
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/jschartist-plugin-tooltip.min.js HTTP/1.1" 404 801
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterphimMai.jpg HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterquatmotrungma.jpg HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:51:29 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:11 +0700] "GET /DoAnWebCinema/admin/dashboard.htm?month=4&year=2025 HTTP/1.1" 200 22624
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:11 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:11 +0700] "GET /DoAnWebCinema/bootstrap/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:18 +0700] "GET /DoAnWebCinema/admin/dashboard.htm?month=7&year=2025 HTTP/1.1" 200 22624
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:18 +0700] "GET /DoAnWebCinema/css/detail-test.css HTTP/1.1" 404 792
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:18 +0700] "GET /DoAnWebCinema/bootstrap/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:20 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 3452
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80137
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 797
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/eventmangphimlenvungcao.png HTTP/1.1" 200 888898
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/posterdocchieudu.png HTTP/1.1" 200 3250156
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/tranthanh.png HTTP/1.1" 404 794
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/vungocdang.jpg HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/eventsale20%25.png HTTP/1.1" 200 254446
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/posterconan.jpg HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/vothanhhoa.png HTTP/1.1" 404 795
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/icon-facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/icon-instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/icon-tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/icon-youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/icon-bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/images/chatboxicon.gif HTTP/1.1" 200 729560
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:24 +0700] "GET /DoAnWebCinema/uploads/ HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 80234
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/bootstrap.min.css HTTP/1.1" 200 203218
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/font-awesome.min.css HTTP/1.1" 200 36899
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/chatbot.css HTTP/1.1" 200 7352
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/all.css HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/index.css HTTP/1.1" 200 4690
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/css/global.css HTTP/1.1" 200 10757
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/js/bootstrap.bundle.min.js HTTP/1.1" 200 78135
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/uploads/postertitanic.jfif HTTP/1.1" 200 21402
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/uploads/posterquyantang.jpg HTTP/1.1" 200 100665
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/uploads/posterditruyen.jpg HTTP/1.1" 200 120803
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/uploads/posterdanchoikhongsoconroi.jpg HTTP/1.1" 200 398614
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:33 +0700] "GET /DoAnWebCinema/uploads/postergahedienloan.jpg HTTP/1.1" 200 157742
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posterjoker.jfif HTTP/1.1" 200 1365712
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posterannabelle.png HTTP/1.1" 404 722
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jpg HTTP/1.1" 404 719
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/uploads/posterlatmat7.jpg HTTP/1.1" 200 96889
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/eventsale20%25.png HTTP/1.1" 200 254446
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/eventmangphimlenvungcao.png HTTP/1.1" 200 888898
0:0:0:0:0:0:0:1 - - [29/Apr/2025:21:53:34 +0700] "GET /DoAnWebCinema/images/posterdocchieudu.png HTTP/1.1" 200 3250156
