127.0.0.1 - - [17/Dec/2024:14:55:36 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:18 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:18 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:20 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:21 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:23 +0700] "GET /DoAnWebCinema/customer/payment/71.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:23 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:26 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:26 +0700] "GET /DoAnWebCinema/customer/payment/71.htm HTTP/1.1" 200 52794
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:30 +0700] "POST /DoAnWebCinema/customer/payment_1/71/H05,H06,H07.htm HTTP/1.1" 200 17125
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:41 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:41 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:42 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:46 +0700] "GET /DoAnWebCinema/customer/payment/71.htm HTTP/1.1" 200 52818
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:49 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:49 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:49 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:49 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:22:54 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:22:54 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:22:55 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:22:56 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:37 +0700] "GET /DoAnWebCinema/datve/2024-12-19.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:37 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:37 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:39 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:39 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:39 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:39 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:40 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:40 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:41 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:41 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:41 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:42 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:43 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:43 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:43 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:44 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:23:48 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:00 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 16544
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/images/38.jpg HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/images/tuan.jpg HTTP/1.1" 200 153505
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/css/about.css HTTP/1.1" 200 1713
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/images/hai.jpg HTTP/1.1" 200 191273
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/images/khoa.jpg HTTP/1.1" 200 816708
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:01 +0700] "GET /DoAnWebCinema/img/2.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:02 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 13072
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:02 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:03 +0700] "GET /DoAnWebCinema/lienhe.htm HTTP/1.1" 200 13072
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:05 +0700] "GET /DoAnWebCinema/gioithieu.htm HTTP/1.1" 200 16544
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:05 +0700] "GET /DoAnWebCinema/images/38.jpg HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:08 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:10 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:19 +0700] "GET /DoAnWebCinema/customer/payment/65.htm HTTP/1.1" 200 42144
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:21 +0700] "POST /DoAnWebCinema/customer/payment_1/65/K02.htm HTTP/1.1" 200 17085
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:24 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:24 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:24:24 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:04 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:04 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:04 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:04 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:04 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:34 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:34 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:34 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:35 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:36 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:38 +0700] "GET /DoAnWebCinema/customer/payment/66.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:38 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:40 +0700] "GET /DoAnWebCinema/customer/payment/65.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:40 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:42 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:42 +0700] "GET /DoAnWebCinema/customer/payment/65.htm HTTP/1.1" 200 42152
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:46 +0700] "POST /DoAnWebCinema/customer/payment_1/65/E05,E06.htm HTTP/1.1" 200 17110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:51 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:52 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:26:52 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:54 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:55 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:55 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:55 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:55 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:57 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:29:58 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:02 +0700] "GET /DoAnWebCinema/customer/payment/68.htm HTTP/1.1" 200 35471
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:05 +0700] "POST /DoAnWebCinema/customer/payment_1/68/G02.htm HTTP/1.1" 200 17019
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:16 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:17 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:18 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 53025
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:22 +0700] "POST /DoAnWebCinema/customer/payment_1/70/L03.htm HTTP/1.1" 200 17026
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:25 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:25 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:30:25 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:52 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:52 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:52 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:52 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:52 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:53 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:53 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:54 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:56 +0700] "GET /DoAnWebCinema/customer/payment/68.htm HTTP/1.1" 200 35479
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:32:59 +0700] "POST /DoAnWebCinema/customer/payment_1/68/F07.htm HTTP/1.1" 200 16979
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:33:09 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:33:09 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:33:09 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:33:09 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
