127.0.0.1 - - [17/Dec/2024:14:55:36 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:55:38 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:57:15 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:57:16 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:57:16 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:57:16 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:57:16 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:35 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:35 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:37 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:41 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:41 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:41 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:41 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:42 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:58:44 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:39 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=2 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:39 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=2 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:39 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:41 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=3 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:41 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=3 HTTP/1.1" 200 22590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:42 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:42 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36226
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:45 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:45 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:45 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:46 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:14:59:46 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 53025
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:10 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:12 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:12 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:12 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:12 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:00:47 +0700] "GET /DoAnWebCinema/customer/payment/65.htm HTTP/1.1" 200 42168
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:44 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22484
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:44 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:45 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36120
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:45 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 68957
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/uploads/transparent_image.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:02:48 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:03 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:03 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:03 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:03 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:08 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:08 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:08 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:08 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:05:08 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/bootstrap.min.css HTTP/1.1" 200 203218
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/all.css HTTP/1.1" 200 1800
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/font-awesome.min.css HTTP/1.1" 200 36899
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/global.css HTTP/1.1" 200 10757
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/js/bootstrap.bundle.min.js HTTP/1.1" 200 78135
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/index.css HTTP/1.1" 200 4690
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterquyantang.jpg HTTP/1.1" 200 100665
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/css/chatbot.css HTTP/1.1" 200 7352
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/postertitanic.jfif HTTP/1.1" 200 21402
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterdanchoikhongsoconroi.jpg HTTP/1.1" 200 398614
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterconan.jfif HTTP/1.1" 200 109753
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posteravatar.jfif HTTP/1.1" 200 14279
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterdoraemon.jpg HTTP/1.1" 200 107861
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/postermatbiec.jpg HTTP/1.1" 200 42314
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterditruyen.jpg HTTP/1.1" 200 120803
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/eventsale20%25.png HTTP/1.1" 200 254446
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/eventmangphimlenvungcao.png HTTP/1.1" 200 888898
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/posterdocchieudu.png HTTP/1.1" 200 3250156
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterannabell.jfif HTTP/1.1" 200 19847
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/uploads/posterlatmat7.jpg HTTP/1.1" 200 96889
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/icon-instagram.png HTTP/1.1" 200 9723
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/icon-facebook.png HTTP/1.1" 200 5932
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/icon-tiktok.png HTTP/1.1" 200 6216
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/icon-bocongthuong.png HTTP/1.1" 200 50332
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/icon-youtube.png HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/images/chatboxicon.gif HTTP/1.1" 200 729560
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:21 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:22 +0700] "GET /DoAnWebCinema/images/logocinema.png HTTP/1.1" 200 120653
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:52 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:52 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:52 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:52 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:52 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:55 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:56 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:57 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:14:58 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 53025
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:01 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82084
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:01 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:01 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:03 +0700] "GET /DoAnWebCinema/login.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:06 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:06 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:08 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82074
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:08 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:08 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:11 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:11 +0700] "GET /DoAnWebCinema/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 71896
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:13 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:16 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:22 +0700] "POST /DoAnWebCinema/customer/payment_1/70/K05,K06,K07.htm HTTP/1.1" 200 17118
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:25 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:26 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:15:28 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:01 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:13 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:16 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:17 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82074
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:17 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:17 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:20 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:21 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:25 +0700] "POST /DoAnWebCinema/customer/payment_1/70/K04,K05,K06.htm HTTP/1.1" 200 17118
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:46 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82074
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:46 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:46 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:47 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:16:48 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:15 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82074
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:15 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:15 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:17 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:19 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:20 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:39 +0700] "POST /DoAnWebCinema/customer/payment_1/70/F05,F06,F07.htm HTTP/1.1" 200 17118
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:46 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:47 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:17:51 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:03 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82074
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:04 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:04 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:13 +0700] "GET /DoAnWebCinema/datve/2024-12-17.htm?chinhanh=1 HTTP/1.1" 200 22474
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:14 +0700] "GET /DoAnWebCinema/datve/2024-12-18.htm?chinhanh=1 HTTP/1.1" 200 36110
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:16 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 52999
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:18:21 +0700] "POST /DoAnWebCinema/customer/payment_1/70/H05,H06,H07.htm HTTP/1.1" 200 17118
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:04 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:04 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:04 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:04 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:04 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Dec/2024:15:19:18 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82188
