127.0.0.1 - - [21/Dec/2024:11:58:47 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:05 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:08 +0700] "GET /DoAnWebCinema HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:08 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:08 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:08 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 358018
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:10 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:12 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:15 +0700] "GET /DoAnWebCinema HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:15 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:15 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:15 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:51 +0700] "GET /DoAnWebCinema/customer/payment/66.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:52 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:52 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 53281
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:55 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:55 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:55 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:55 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:55 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:58 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:58 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:25:58 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:00 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:00 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:00 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:02 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:02 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:03 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 358018
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:07 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:09 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:13 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 500 5262
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:17 +0700] "GET /DoAnWebCinema HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:17 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:17 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:17 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:21 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:21 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:21 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:23 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:23 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:24 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:27 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:27 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:27 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:28 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:28 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:28 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:55 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:55 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:26:55 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:16 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:16 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:16 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:34 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:34 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:34 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:54 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:55 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:27:55 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:28:24 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:28:24 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:28:24 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:07 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:07 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:07 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:09 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:10 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:10 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:10 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:29:10 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:31:19 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 500 4244
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:52 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:52 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:52 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:52 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:52 +0700] "GET /DoAnWebCinema/img/3.jpg HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:54 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:54 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:33:54 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:09 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:09 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:09 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:11 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:11 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:11 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:13 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:13 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:13 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:15 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:16 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:16 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:17 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:17 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:17 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:18 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:18 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:18 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:21 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:21 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:21 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:22 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:22 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:22 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:23 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:23 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:23 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:25 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:25 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:25 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:44 +0700] "GET /DoAnWebCinema/customer/payment/86.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:49 +0700] "POST /DoAnWebCinema/login/login.htm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:49 +0700] "GET /DoAnWebCinema/customer/payment/70.htm HTTP/1.1" 200 53281
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:55 +0700] "GET /DoAnWebCinema/trangchu.htm HTTP/1.1" 200 82112
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:55 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:55 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/customer/account.htm HTTP/1.1" 200 358018
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/vendors/normalize.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/vendors/bootstrap.min.css HTTP/1.1" 404 806
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/vendors/evara-font.css HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/plugins/magnific-popup.css HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/vendors/uicons-regular-straight.css HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/plugins/jquery-ui.css HTTP/1.1" 404 802
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/plugins/slick.css HTTP/1.1" 404 798
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/plugins/select2.min.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/evara-font.css HTTP/1.1" 404 791
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/plugins/perfect-scrollbar.css HTTP/1.1" 404 810
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/normalize.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/css/uicons-regular-straight.css HTTP/1.1" 404 804
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/plugins/slick.js HTTP/1.1" 404 796
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/account.js HTTP/1.1" 404 786
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/inputNumber.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/shop.js HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/quickView.js HTTP/1.1" 404 788
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:34:58 +0700] "GET /DoAnWebCinema/js/showMessage.js HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:35:00 +0700] "GET /DoAnWebCinema/login/logout.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:35:03 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:35:03 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:35:03 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:37:06 +0700] "GET /DoAnWebCinema/ HTTP/1.1" 200 82216
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:37:06 +0700] "GET /DoAnWebCinema/vungocdang.webp HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:37:06 +0700] "GET /DoAnWebCinema/tranthanh.jpeg HTTP/1.1" 404 783
0:0:0:0:0:0:0:1 - - [21/Dec/2024:13:37:06 +0700] "GET /DoAnWebCinema/img/30.jpg HTTP/1.1" 404 783
